source_id,global_index,image_url,review_count,valid_count,participant_followup_count,max_anomaly_score,mean_anomaly_score,roles,buckets,evidence_axes,axis_match_count,review_tier,priority_candidate,focus_rendered,quality_tier,quality_score,n_obs,amplitude_completed,rebrightening_completed,nonmono_completed,peak_snr,latest_reason
AT2018hsd,224,http://49.233.162.81:8788/all_sample_gp/AT2018hsd_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.65,375,0.32,0,0.09,5.8,g波段稳定在16.0-16.4，r波段稳定在15.0-15.4，两波段分层清晰间距约1等，振幅0.32等
AT2018hvo,226,http://49.233.162.81:8788/all_sample_gp/AT2018hvo_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1}",0,pool,False,False,B_completed_good,0.58,240,0.46,1,0.45,2.5,g波段16.0-16.5，r波段14.5-15.5，三波段分层清晰，振幅约0.46等，无峰形结构，观测点240个呈多组密集团状分布
AT2018hvs,227,http://49.233.162.81:8788/all_sample_gp/AT2018hvs_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1, ""sparse_sampling"": 1}",0,pool,False,False,B_completed_good,0.56,230,0.16,0,0.5,1.9,g波段17.0-17.5，r波段16.0-16.5，振幅约0.16，三波段分层，g波段在MJD58500附近有孤立点，整体稳定无显著衰减结构
AT2018hvu,228,http://49.233.162.81:8788/all_sample_gp/AT2018hvu_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.55,161,0.11,0,0.48,1.6,g波段16.25-16.75，r波段15.50-15.90，振幅约0.11，三波段分层清晰，MJD58700-58800区间r波段有段空缺但整体平稳
AT2018hxr,229,http://49.233.162.81:8788/all_sample_gp/AT2018hxr_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1}",0,pool,False,False,B_completed_good,0.55,105,0.12,0,0.46,1.7,g波段18.50-18.00，r波段17.25-17.00，三波段分层清晰，振幅约0.12，右侧有三波段共存但分层仍明显，无峰形结构
AT2018hyq,231,http://49.233.162.81:8788/all_sample_gp/AT2018hyq_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.62,68,0.28,3,0.4,4.2,g波段在17.9-18.9，r波段在17.4-17.9，振幅约0.28等，整体平稳无峰形结构，两波段分层清晰
AT2018idp,238,http://49.233.162.81:8788/all_sample_gp/AT2018idp_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.64,66,0.39,0,0.25,5.1,g波段16.3-17.0与r波段15.8-16.3双波段同步平稳，无明显衰减或峰形结构，振幅仅0.39等
AT2018iew,240,http://49.233.162.81:8788/all_sample_gp/AT2018iew_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.56,186,0.2,1,0.41,2.1,g波段16.4-16.8与r波段15.6-15.8稳定分层约0.8等间距，全区间散点离散分布，SNR=2.1较低，振幅仅0.20等极小
AT2018iga,242,http://49.233.162.81:8788/all_sample_gp/AT2018iga_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.52,192,0.1,0,0.5,1.0,三波段(g/r/i)分层清晰，g在15.75-16.50，r在15.25-15.75，i在15.00-15.25，无明显峰形结构，整体平稳
AT2018igk,243,http://49.233.162.81:8788/all_sample_gp/AT2018igk_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1}",0,pool,False,False,A_completed_high,0.86,505,0.45,8,0.42,7.6,三波段分层清晰，振幅约0.45等，无峰形结构，g在17.75-18.50，r在17.00-17.25，MJD 58900处数据密集
AT2018ijo,245,http://49.233.162.81:8788/all_sample_gp/AT2018ijo_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.51,521,0.1,0,0.43,0.9,三波段分层清晰，g在15.0-16.0，r在14.0-14.5，i在14.0-15.0，SNR极低0.9，振幅0.10极小，整体平稳
AT2018isg,253,http://49.233.162.81:8788/all_sample_gp/AT2018isg_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""nonmonotonic"": 1, ""color_separation"": 1, ""amplitude"": 1}",0,pool,False,False,B_completed_good,0.71,261,0.47,0,0.42,6.6,三波段分层清晰，g在17.50-18.50波动，r在17.00-17.50下降，i波段略升约0.25等，整体振幅约0.5等
AT2018isy,254,http://49.233.162.81:8788/all_sample_gp/AT2018isy_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1, ""sparse_sampling"": 1}",0,pool,False,False,C_imputed_usable,0.63,237,0.34,0,0.39,7.7,r波段稳定在16.3-16.7，g波段在17.2-17.4，间距约0.7等，i波段仅3个稀疏点，整体振幅约0.3等
AT2018itq,257,http://49.233.162.81:8788/all_sample_gp/AT2018itq_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.58,293,0.29,1,0.55,2.7,"三波段(g/r/i)分层清晰，间距约0.5等，两区间(58400-58700, 58800-59000)各有密集点群，无峰形结构"
AT2018ivm,260,http://49.233.162.81:8788/all_sample_gp/AT2018ivm_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,A_completed_high,0.82,173,0.32,2,0.52,5.1,三波段分层清晰，振幅约0.32等，g/r间距约0.8等，无峰形结构，整体平稳
AT2018ivp,261,http://49.233.162.81:8788/all_sample_gp/AT2018ivp_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.57,416,0.24,0,0.31,3.2,g波段17.90-18.50，r波段17.20-17.60，i波段16.75-17.20，三波段分层清晰振幅约0.24等，中间58600-58800区间散点稀疏但无明显峰形结构
AT2018ivr,262,http://49.233.162.81:8788/all_sample_gp/AT2018ivr_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""nonmonotonic"": 1, ""color_separation"": 1, ""amplitude"": 1, ""smooth_control"": 1}",0,pool,False,False,C_imputed_usable,0.58,758,0.46,0,0.41,4.4,g波段14.2-14.8，r波段13.4-14.0，i波段13.2-13.6，三波段分层清晰振幅约0.46等，58700附近有间隔但整体平稳无明显衰减或起伏
AT2018iwh,266,http://49.233.162.81:8788/all_sample_gp/AT2018iwh_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.6,107,0.33,0,0.24,3.6,三波段(g/r/i)分层清晰，i最亮14.2-14.4等，r居中14.4-15.0等，g最暗15.4-15.8等，振幅约0.33等，无峰形结构，整体平稳
AT2018iyo,271,http://49.233.162.81:8788/all_sample_gp/AT2018iyo_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""sparse_sampling"": 1}",0,pool,False,False,B_completed_good,0.55,287,0.29,1,0.48,2.4,r波段17.25-18.75等，g波段18.5-19等，三波段分层清晰间距约0.5等，振幅约0.29等极小，GP拟合曲线平滑无峰形结构，峰值SNR仅2.4偏低
AT2018iyv,272,http://49.233.162.81:8788/all_sample_gp/AT2018iyv_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""sparse_sampling"": 1}",0,pool,False,False,B_completed_good,0.67,114,0.48,2,0.56,7.5,r波段16.75-18.50等，g波段17-18等，两波段分层明显间距约0.5等，振幅约0.48等接近但未超阈值，整体GP曲线平稳无峰形
AT2018jbp,277,http://49.233.162.81:8788/all_sample_gp/AT2018jbp_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.58,296,0.18,0,0.56,2.8,g/r双波段呈平滑规则波浪形，振幅约0.4等，无峰形或突变，g-r间距约0.3等稳定
AT2018jbw,278,http://49.233.162.81:8788/all_sample_gp/AT2018jbw_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""nonmonotonic"": 1}",0,pool,False,False,C_imputed_usable,0.58,149,0.46,0,0.41,4.4,g/r双波段平缓波动，振幅约0.46等，g-r间距约0.3-0.4等，无峰形结构
AT2018jct,279,http://49.233.162.81:8788/all_sample_gp/AT2018jct_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""tail_or_plateau"": 1}",0,pool,False,False,B_completed_good,0.61,204,0.45,0,0.43,3.9,g/r双波段同步周期波动，振幅约0.45等，无峰形或突变结构
AT2018jcy,281,http://49.233.162.81:8788/all_sample_gp/AT2018jcy_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,C_imputed_usable,0.48,119,0.03,0,0.48,0.3,g波段18.5-18.75，r波段17.5-18.0，三波段分层清晰，振幅约1.5等，无峰形结构
AT2018jea,285,http://49.233.162.81:8788/all_sample_gp/AT2018jea_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,C_imputed_usable,0.55,230,0.26,0,0.39,3.3,r波段15.8-16.0，g波段16.6-17.0，呈现规则的周期振荡，无明显峰值或衰减结构
AT2018jku,295,http://49.233.162.81:8788/all_sample_gp/AT2018jku_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""nonmonotonic"": 1, ""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.51,305,0.11,0,0.49,1.3,两波段均呈现缓慢下降趋势，g波段波动相对较大，振幅0.11等较小，无明显峰形结构
AT2018jkx,296,http://49.233.162.81:8788/all_sample_gp/AT2018jkx_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.59,425,0.22,1,0.47,4.2,r波段从约18.2衰减至约19.5约1.3等后趋稳，g波段从约19.5衰减至约20.5约1等后趋稳，三波段(g/r)分层清晰约1-1.5等，dm15=0.08衰减极缓
AT2018jlq,297,http://49.233.162.81:8788/all_sample_gp/AT2018jlq_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.56,114,0.12,0,0.56,1.9,振幅仅0.12等，r波段在15.4-16.8、g波段在16.5-16.8区间小幅波动，整体平稳
AT2018jlt,298,http://49.233.162.81:8788/all_sample_gp/AT2018jlt_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.55,441,0.13,0,0.48,1.6,观测点441个、振幅0.13等，r波段16.8-17.4、g波段17.5-18.0范围波动，两波段保持0.5-1等间距分层，无明显峰形
AT2018jog,302,http://49.233.162.81:8788/all_sample_gp/AT2018jog_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.53,328,0.11,0,0.44,1.3,r波段在17.0-17.6等范围波动，g波段在18.0-18.4等范围，三波段分层清晰，振幅仅0.1等，无峰形结构
AT2018jop,303,http://49.233.162.81:8788/all_sample_gp/AT2018jop_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.58,540,0.2,0,0.5,2.5,g、r波段分层清晰，间距约1等，振幅0.2等，无峰形结构
AT2018jsi,305,http://49.233.162.81:8788/all_sample_gp/AT2018jsi_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,A_completed_high,0.76,146,0.32,0,0.35,6.2,r波段在MJD58400-58500见峰值约17.5等，随后下降约0.3等至平稳；g波段振幅约0.3等，整体呈单峰衰减后平稳
AT2018jtf,307,http://49.233.162.81:8788/all_sample_gp/AT2018jtf_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.54,182,0.08,0,0.32,1.4,g波段在16.8-17.0区间波动，r波段在16.0附近稳定，两波段分层清晰，无明显峰形
AT2018jvs,311,http://49.233.162.81:8788/all_sample_gp/AT2018jvs_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.55,173,0.13,0,0.49,1.7,r波段在17-18.75等区间，g波段在18.5-19等区间，三波段分层清晰，振幅约0.13等，GP曲线平滑无明显峰形
AT2018jwc,312,http://49.233.162.81:8788/all_sample_gp/AT2018jwc_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.55,162,0.21,0,0.49,1.6,r波段在17.25-18等区间，g波段在18.5-19等区间，GP曲线平稳仅右侧小幅抬升，振幅约0.21等
AT2018jwj,315,http://49.233.162.81:8788/all_sample_gp/AT2018jwj_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.53,246,0.14,0,0.51,1.3,r波段在15.4-15.6等区间，g波段在16.2-16.4等区间，规则周期性波动约0.14等，两波段分层清晰
AT2018kde,318,http://49.233.162.81:8788/all_sample_gp/AT2018kde_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.53,164,0.07,0,0.57,1.3,两波段均呈规律小幅波动，整体振幅仅0.07等，M≈-19.63，虽有AGN上下文但光变特征不显著
AT2018kdh,319,http://49.233.162.81:8788/all_sample_gp/AT2018kdh_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.51,361,0.06,0,0.27,0.7,r波段振幅约0.06等，SNR极低(0.7)；g波段在15.2-15.4等间缓慢波动，整体变化不明显
AT2018kdz,321,http://49.233.162.81:8788/all_sample_gp/AT2018kdz_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.57,178,0.14,0,0.46,2.1,g波段17.0-18.0等，r波段17.0-18.4等，三波段分层清晰，振幅约0.14等，无明显峰形结构
AT2018kgt,327,http://49.233.162.81:8788/all_sample_gp/AT2018kgt_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.6,119,0.24,1,0.47,3.5,r波段平稳在17.5-17.6，g波段18.3-18.6小幅波动，振幅仅0.24等，峰值SNR=3.5较低，整体变化微弱
AT2018kkq,334,http://49.233.162.81:8788/all_sample_gp/AT2018kkq_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""nonmonotonic"": 1}",0,pool,False,False,B_completed_good,0.67,174,0.37,0,0.34,5.8,g/r波段平滑下降，无明显峰形或起伏，振幅0.37等，整体平稳
AT2018kok,340,http://49.233.162.81:8788/all_sample_gp/AT2018kok_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""tail_or_plateau"": 1}",0,pool,False,False,A_completed_high,0.86,47,1.07,2,0.58,9.4,双波段(g/r)从21.0平稳下降至22.0左右，振幅约1.07等；无明显峰形或起伏，属正常衰减对照
AT2018kte,344,http://49.233.162.81:8788/all_sample_gp/AT2018kte_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.58,177,0.13,0,0.53,2.5,两波段振幅约0.13等，g、r波段分层清晰，仅有微弱周期性波动
AT2018kxh,350,http://49.233.162.81:8788/all_sample_gp/AT2018kxh_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""context_risk"": 1}",0,pool,False,False,A_completed_high,0.71,156,0.33,0,0.44,4.3,r波段在17.8-18.2等范围波动，g波段同步波动但在MJD 58500附近出现约0.3等的尖峰凹陷，整体振幅约0.33等，AGN宿主背景
AT2018kym,351,http://49.233.162.81:8788/all_sample_gp/AT2018kym_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.57,585,0.17,0,0.55,2.1,g/r波段分层清晰，振幅约0.17等，无明显峰形结构，整体波动平稳
AT2018kyw,352,http://49.233.162.81:8788/all_sample_gp/AT2018kyw_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.59,567,0.32,0,0.4,3.0,g/r波段围绕拟合曲线规则波动，分层清晰，振幅约0.32等，无异常结构
AT2018kzo,353,http://49.233.162.81:8788/all_sample_gp/AT2018kzo_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1, ""nonmonotonic"": 1}",0,pool,False,False,B_completed_good,0.56,195,0.34,0,0.23,2.7,高红移样本g/r分层清晰，g位于r下方约0.5等，衰减平缓，无突出特征
AT2018lhq,367,http://49.233.162.81:8788/all_sample_gp/AT2018lhq_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.54,172,0.15,0,0.52,1.5,r波段在17.75-18.00区间无明显峰形，g波段在18.75-19.00区间稳定，振幅仅0.15等；峰值SNR仅1.5
AT2018ljt,372,http://49.233.162.81:8788/all_sample_gp/AT2018ljt_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,A_completed_high,0.83,516,0.37,0,0.34,6.5,r波段从17.8攀升至17.3峰值再回落至17.7，g波段同步从18.2下降至18.5再回升至18.0后回落至18.4，振幅仅0.37等，采样密集，无明显异常结构
AT2018lli,377,http://49.233.162.81:8788/all_sample_gp/AT2018lli_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""peak_or_bump"": 1}",0,pool,False,False,B_completed_good,0.59,135,0.15,0,0.42,2.9,g波段从18.2快速衰减至18.8约0.6等后平稳，r波段17.6-17.9平稳波动，振幅小仅0.15等，SNR=2.9数据离散较大
AT2018lnq,381,http://49.233.162.81:8788/all_sample_gp/AT2018lnq_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,C_imputed_usable,0.6,591,0.61,1,0.42,5.7,r波段15.5-16.0等，g波段16.5-17.25等，分层清晰间距约0.5-1等，振幅约0.61等，g波段轻微波动后回落，无明显峰形
AT2018lqt,386,http://49.233.162.81:8788/all_sample_gp/AT2018lqt_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.57,482,0.2,0,0.44,2.1,双波段在MJD 58500附近同步衰减约0.20等后平稳，g/r波段分层清晰约0.5等，SNR较低(2.1)但整体无峰形结构
AT2018ltp,402,http://49.233.162.81:8788/all_sample_gp/AT2018ltp_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""smooth_control"": 1}",0,pool,False,False,B_completed_good,0.56,481,0.23,0,0.28,2.6,观测散点围绕拟合曲线分布，无明显峰形结构，振幅约0.23等，SNR 2.6偏低
AT2018lvc,405,http://49.233.162.81:8788/all_sample_gp/AT2018lvc_sample_gp.png,1,1,0,1,1.0,"{""typical"": 1}","{""control_agreement"": 1}","{""sparse_sampling"": 1}",0,pool,False,False,B_completed_good,0.54,661,0.16,0,0.55,1.4,采样密集但SNR 1.4极低，振幅约0.16等，置信区间宽
